sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
FEMENINO;COMERCIO;TALLER DE ELECTRONICA;BARRIO CAICEDO;1;9.0;2018-11-14;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CASTILLA;3;5.0;2019-01-04;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LA PRADERA;2;13.0;2017-07-10;7370000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;PRODUCTOS DE BELLEZA;ROBLEDO;2;4.0;2018-07-10;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE MUEBLES;CASTILLA;3;5.0;2017-09-22;4000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;BUENOS AIRES;3;9.0;2019-06-12;2500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SAN PABLO;2;1.0;2018-02-21;1000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;2;7.0;2017-07-10;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 2;3;3.0;2019-05-22;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ROBLEDO;2;7.0;2017-01-27;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;JARDIN BOTANICO;2;3.0;2019-01-30;4000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;MANRIQUE ORIENTAL;1;3.0;2018-10-03;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;LAVANDERIA;ROBLEDO;3;7.0;2018-07-09;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BUENOS AIRES;1;9.0;2018-07-12;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VENTA DE CALZADO;BELEN;2;16.0;2016-10-19;4000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE ELECTRONICA;SAN JAVIER NO.1;3;13.0;2019-02-15;8122200.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 1;3;4.0;2018-05-10;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;PAPELERIA;EL SALVADOR;3;9.0;2019-04-26;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CARPINTERIA;CABECERA SAN CRISTOBAL;2;60.0;2018-08-01;3000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;EBANISTARIA;BELENCITO;2;13.0;2016-11-04;4000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;CABECERA SAN CRISTOBAL;2;60.0;2018-12-19;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;SAN ANTONIO;3;8.0;2019-06-21;4500000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CRIADERO DE ANIMALES;BELEN;2;16.0;2017-03-09;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;MIRANDA;2;4.0;2018-02-01;2000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;TEJELO;3;5.0;2017-04-24;5000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;RECREATIVO EDUCATIVO;LA ESPERANZA;3;6.0;2016-03-07;6890000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;EBANISTARIA;BELENCITO;2;13.0;2018-05-18;2000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;LAS ESMERALDAS;2;4.0;2018-03-06;3000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;RECREATIVO EDUCATIVO;ROBLEDO;2;7.0;2016-05-19;2000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;BARRIO CAICEDO;1;9.0;2018-10-03;7500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;RESTAURANTE;BELEN;2;16.0;2017-02-23;5000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;COMIDAS RAPIDAS;MORAVIA;2;4.0;2018-06-27;3500000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE PRODUCTOS;SANTANDER;2;6.0;2017-08-18;7377000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;PANADERIA;CASTILLA;2;5.0;2017-05-16;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BUENOS AIRES;3;9.0;2017-02-15;6800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;CAMPO VALDES NO. 1;2;4.0;2018-03-07;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ARANJUEZ;2;4.0;2018-08-13;7812242.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MANTENIMIENTO EN;DOCE DE OCTUBRE NO.1;1;6.0;2017-01-27;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SANTANDER;2;6.0;2018-06-21;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CAMPO VALDES NO. 1;3;4.0;2017-11-30;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA DE HELADOS;CAMPO VALDES NO. 1;2;4.0;2016-04-11;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;BELENCITO;2;13.0;2016-03-10;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;CAMPO VALDES NO. 1;3;4.0;2018-04-03;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;ORGANIZACIÓN Y;FLORENCIA;3;5.0;2018-08-21;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SANTA CRUZ;2;2.0;2018-07-09;4500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;ROBLEDO;2;7.0;2017-01-17;7377000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;PABLO VI;2;2.0;2017-05-16;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;BOYACA;3;5.0;2018-03-06;6000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;VARIEDADES;ROBLEDO;2;7.0;2016-12-30;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 2;2;3.0;2016-05-06;3500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2018-07-10;3800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;CAFETERIA;SANTA CRUZ;2;2.0;2018-08-08;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BELEN;3;16.0;2017-07-12;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LA FRANCIA;2;2.0;2018-08-01;6000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;LEGUMBRERIA;PEDREGAL;3;6.0;2018-03-15;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;CAMPO VALDES NO. 1;3;4.0;2018-03-07;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;RESTAURANTE;BOYACA;3;5.0;2017-05-05;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;ROBLEDO;1;7.0;2017-05-17;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;PRADO;3;10.0;2016-04-18;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;SERVICIOS;ROBLEDO;2;7.0;2017-07-19;7300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;DISTRIBUIDORA DE;CABECERA SAN CRISTOBAL;2;60.0;2017-08-17;4000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;PICACHO;1;6.0;2016-09-07;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE;SANTA CRUZ;2;2.0;2018-07-18;7812000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;DOCE DE OCTUBRE NO.1;1;6.0;2017-05-31;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;PICACHO;2;6.0;2018-07-04;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MANTENIMIENTO EN;SAN JOAQUIN;3;11.0;2018-08-09;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CASTILLA;3;5.0;2016-09-02;6000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;LA AMERICA;3;12.0;2016-05-10;6890000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2017-11-15;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;MANRIQUE ORIENTAL;2;7.0;2018-05-30;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;2;3.0;2018-01-29;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;CAFE E INTERNET;SAN JAVIER NO.1;1;13.0;2018-10-31;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;ENCISO;2;8.0;2019-06-12;8000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;CAMPO VALDES NO. 1;3;4.0;2016-02-25;300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;VILLA NIZA;2;2.0;2018-04-12;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;ALMACEN DE ROPA EN;BARRIO CAICEDO;1;9.0;2018-08-14;5500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;LA FRANCIA;2;2.0;2016-11-01;6890000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;DISTRIBUIDORA DE;EL PINAL;2;8.0;2019-04-03;8281000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BUENOS AIRES;3;9.0;2019-03-11;8000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2018-04-24;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;RESTAURANTE;LA COLINA;3;15.0;2017-06-20;4000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SANTANDER;3;6.0;2017-02-08;3500000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;CAMPO VALDES NO. 1;2;4.0;2017-12-06;7300000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;VARIEDADES;ARANJUEZ;3;4.0;2018-10-11;3000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MANTENIMIENTO EN;BUENOS AIRES;1;9.0;2017-11-16;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;ROBLEDO;2;7.0;2018-01-26;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;COMIDAS RAPIDAS;ARANJUEZ;2;4.0;2018-05-10;1500000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE REPUESTOS;SAN BENITO;3;10.0;2018-05-28;5000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ARANJUEZ;3;4.0;2017-02-14;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;VARIEDADES;ARANJUEZ;3;4.0;2018-05-04;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ROBLEDO;3;7.0;2018-02-22;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ARANJUEZ;3;4.0;2018-04-10;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE CALZADO;MANILA;3;14.0;2019-04-22;1500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ROBLEDO;2;7.0;2017-12-06;7300000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;CARPINTERIA;SANTA CRUZ;1;2.0;2016-08-11;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE ALIMENTOS;POPULAR;2;1.0;2018-11-07;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;3;4.0;2018-05-17;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;LOPEZ DE MESA;3;7.0;2017-09-20;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;PEDREGAL;3;6.0;2017-10-25;7377000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;POPULAR;2;1.0;2016-08-31;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;1;7.0;2019-02-21;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;2;3.0;2017-08-10;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ENCISO;2;8.0;2017-10-26;1000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;CAMPO VALDES NO. 1;3;4.0;2018-07-16;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;BUENOS AIRES;3;9.0;2016-07-12;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;LA PALMA;2;16.0;2018-06-22;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE HELADOS;OLAYA HERRERA;1;7.0;2018-06-14;4500000.0;MICROEMPRESARIAL
FEMENINO;AGROPECUARIA;CRIADERO DE ANIMALES;CABECERA SAN ANTONIO ;2;80.0;2017-10-09;14000000.0;AGROPECUARIA
FEMENINO;SERVICIO;PELUQUERIA;BELEN;3;16.0;2016-11-03;6890000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BUENOS AIRES;3;9.0;2018-05-09;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BELEN;1;16.0;2018-07-09;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MISCELANEA;CAMPO VALDES NO. 1;2;4.0;2019-05-29;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFETERIA;PABLO VI;2;2.0;2017-09-06;7000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;CARPINTERIA;SAN MARTIN DE PORRES;2;6.0;2016-06-15;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;LA CRUZ;1;3.0;2018-02-16;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ROBLEDO;3;7.0;2016-07-15;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VENTA DE CALZADO;PICACHITO;1;6.0;2018-05-09;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;LA PRADERA;2;13.0;2017-09-13;4400000.0;CREDIOPORTUNO
MASCULINO;COMERCIO;VARIEDADES;PLAYON DE LOS ;1;2.0;2018-02-09;7000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;BILLARES;CABECERA SAN CRISTOBAL;2;60.0;2016-09-22;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE ALIMENTOS;VILLA DEL SOCORRO;2;2.0;2018-09-14;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;LICORERA;ROBLEDO;2;7.0;2017-03-29;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFETERIA;CABECERA SAN ANTONIO ;3;80.0;2019-01-31;7000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;DOCE DE OCTUBRE NO.1;2;6.0;2018-02-09;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SAN JAVIER NO.1;1;13.0;2016-11-19;6800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;FABRICA DE;ROBLEDO;2;7.0;2016-08-09;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;CABECERA SAN CRISTOBAL;2;60.0;2017-08-18;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;ARANJUEZ;2;4.0;2018-07-25;3500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;LA LIBERTAD;2;8.0;2016-06-27;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;LICORERA;BUENOS AIRES;1;9.0;2018-04-23;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;MANRIQUE CENTRAL NO. 2;2;3.0;2018-01-30;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;MISCELANEA;CAMPO VALDES NO. 1;3;4.0;2016-07-06;6000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE PRODUCTOS;ROBLEDO;1;7.0;2016-10-26;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PANADERIA;TEJELO;3;5.0;2018-02-20;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;DOCE DE OCTUBRE NO.1;2;6.0;2019-01-25;2000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PAPELERIA;CAMPO VALDES NO. 1;3;4.0;2018-04-05;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;ENCISO;2;8.0;2016-02-16;6000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ENCISO;3;8.0;2017-06-06;5000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;BOSTON;3;10.0;2017-04-19;20000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;VILLA NIZA;2;2.0;2018-04-25;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ROBLEDO;2;7.0;2017-07-18;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;GUAYABAL;3;15.0;2017-02-03;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;CABECERA SAN CRISTOBAL;1;60.0;2018-02-05;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;EL SALVADOR;2;9.0;2017-06-05;7000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;3;3.0;2017-05-19;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;ARANJUEZ;2;4.0;2017-05-09;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;LLANADITAS;2;8.0;2018-02-06;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;RESTAURANTE;PLAYON DE LOS ;2;2.0;2017-02-06;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE HELADOS;MANRIQUE CENTRAL NO. 1;3;4.0;2018-12-13;6500000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;DISTRIBUIDORA DE;CABECERA SAN CRISTOBAL;1;60.0;2018-02-28;7800000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;TALLER DE MECANICA;TOSCANA;3;5.0;2016-10-26;6890000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CAMPO VALDES NO. 1;2;4.0;2018-05-24;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;GUAYABAL;3;15.0;2018-03-07;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;SANTO DOMINGO SAVIO ;1;1.0;2018-06-22;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CALASANZ;3;12.0;2016-12-16;6890000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;CASTILLA;2;5.0;2017-07-04;2000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FABRICA DE;VILLATINA;1;8.0;2016-07-15;3000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;ENCISO;2;8.0;2018-03-07;3000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;ALFONSO LOPEZ;3;5.0;2017-05-23;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;GRANIZAL;2;1.0;2017-09-26;7300000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;MORAVIA;1;4.0;2018-02-26;650000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;MORAVIA;1;4.0;2016-11-19;1000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;SAN JAVIER NO.2;2;13.0;2019-02-21;8200000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;BUENOS AIRES;2;9.0;2017-03-21;5000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;EL PROGRESO NO.2;1;6.0;2017-09-26;5000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;MARROQUINERIA;SAN JAVIER NO.1;3;13.0;2016-02-25;1800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;ROBLEDO;3;7.0;2017-10-19;2000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;FABRICA DE CERAMICA;DOCE DE OCTUBRE NO.1;2;6.0;2016-08-17;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE;POPULAR;2;1.0;2017-01-17;7300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN ANTONIO ;2;80.0;2018-08-14;7800000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE VELAS;ARANJUEZ;3;4.0;2016-05-20;1500000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;2017-10-12;6000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;CASTILLA;2;5.0;2016-05-17;5000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;GRANERO;SANTA CRUZ;1;2.0;2017-05-22;7377000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;LA FRANCIA;2;2.0;2018-07-04;7800000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;VARIEDADES;CABECERA SAN ANTONIO ;3;80.0;2017-07-27;4000000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;FABRICA DE;MANRIQUE ORIENTAL;3;3.0;2018-04-18;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;BUENOS AIRES;3;9.0;2017-11-17;7377000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;BOSTON;3;10.0;2017-02-01;7370000.0;MICROEMPRESARIAL
MASCULINO;COMERCIO;TIENDA;TRINIDAD;3;15.0;2017-11-03;4000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;ENCISO;1;8.0;2016-04-26;6500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA NATURISTA;SANTO DOMINGO SAVIO ;1;1.0;2018-11-06;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;DOCE DE OCTUBRE NO.1;1;6.0;2017-10-27;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;VILLA HERMOSA;3;8.0;2018-08-21;4000000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;GUAYABAL;3;15.0;2017-07-28;7000000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;BARBERIA;MIRANDA;2;4.0;2018-10-18;7000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN ANTONIO ;2;80.0;2018-06-05;7800000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;CASTILLA;2;5.0;2016-10-11;3500000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;LA FLORESTA;3;12.0;2016-04-21;6890000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;PANADERIA;CABECERA SAN CRISTOBAL;2;60.0;2017-07-07;7300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;COMIDAS RAPIDAS;SAN PABLO;2;1.0;2018-03-05;7800000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;SAN JAVIER NO.1;3;13.0;2019-05-20;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;MISCELANEA;ROBLEDO;3;7.0;2017-09-05;7300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;FABRICA DE ALIMENTOS;CASTILLA;2;5.0;2018-04-03;3000000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;SAN JAVIER NO.1;1;13.0;2018-09-24;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;VARIEDADES;GRANIZAL;2;1.0;2018-06-06;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;COMIDAS RAPIDAS;CASTILLA;3;5.0;2016-05-05;6890000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;FABRICA DE;LA FRANCIA;2;2.0;2018-11-20;7800000.0;MICROEMPRESARIAL
FEMENINO;SERVICIO;PELUQUERIA;SAN JAVIER NO.1;1;13.0;2017-06-15;7370000.0;MICROEMPRESARIAL
MASCULINO;SERVICIO;MANTENIMIENTO EN;CASTILLA;3;5.0;2017-02-01;7200000.0;MICROEMPRESARIAL
FEMENINO;INDUSTRIA;FABRICA DE;ANDALUCIA;2;2.0;2018-07-11;1500000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;CAFETERIA;BELEN;2;16.0;2016-10-20;4130000.0;MICROEMPRESARIAL
MASCULINO;AGROPECUARIA;SEMBRADOS;CABECERA SAN CRISTOBAL;2;60.0;2017-10-20;7300000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA DE HELADOS;ARANJUEZ;2;4.0;2019-05-06;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;PELUQUERIA;MANRIQUE CENTRAL NO. 2;2;3.0;2018-03-01;3000000.0;MICROEMPRESARIAL
MASCULINO;INDUSTRIA;EBANISTARIA;ARANJUEZ;1;4.0;2017-10-20;7370000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;TIENDA;BUENOS AIRES;2;9.0;2019-03-05;6000000.0;MICROEMPRESARIAL
FEMENINO;COMERCIO;ALMACEN DE ROPA EN;LA FRANCIA;2;2.0;2017-12-12;6500000.0;MICROEMPRESARIAL
